Accession	Evidence	ChEBI-ID	Position
P0C9C6	ECO:0000269	CHEBI:29105	115
P9WPJ9	ECO:0000269	CHEBI:29105	107
P15145	ECO:0000269	CHEBI:29105	406
P00780	ECO:0000269	CHEBI:29108	179
Q9ULC6	ECO:0007744	CHEBI:29108	371
Q9ULC6	ECO:0007744	CHEBI:29108	176
P23685	ECO:0007744	CHEBI:29108	611
P13507	ECO:0000269	CHEBI:29108	22
P00208	ECO:0000269	CHEBI:49883	38
Q9SE42	ECO:0000269	CHEBI:60240	179
Q9SE42	ECO:0007744	CHEBI:60240	179
P32170	ECO:0007744	CHEBI:29035	294
H1AAP2	ECO:0000269	CHEBI:29105	100
Q96EQ9	ECO:0007744	CHEBI:29105	208
Q01693	ECO:0007744	CHEBI:29105	362
P54955	ECO:0000269	CHEBI:49786	134
A3LNL5	ECO:0000269	CHEBI:60240	250
A3LNL5	ECO:0000269	CHEBI:60240	230
Q14191	ECO:0007744	CHEBI:18420	84
Q5ZLR5	ECO:0000269	CHEBI:190135	215
Q8X225	ECO:0007744	CHEBI:29105	326
Q8X225	ECO:0000269	CHEBI:29105	319
P0DP26	ECO:0007744	CHEBI:29108	141
P06278	ECO:0000269	CHEBI:29108	329
P06278	ECO:0007744	CHEBI:29108	435
P06278	ECO:0000269	CHEBI:29108	210
P06278	ECO:0007744	CHEBI:29108	436
P06278	ECO:0007744	CHEBI:29108	223
P0DUB8	ECO:0000269	CHEBI:29108	326
Q53692	ECO:0000269	CHEBI:23378	614
Q53692	ECO:0000269	CHEBI:23378	204
Q53692	ECO:0000269	CHEBI:23378	435
P38698	ECO:0007744	CHEBI:29035	41
P11498	ECO:0000269	CHEBI:29035	771
E3YBA4	ECO:0000269	CHEBI:29036	21
Q00403	ECO:0007744	CHEBI:29105	18
Q5SM28	ECO:0000269	CHEBI:29105	458
P53184	ECO:0007744	CHEBI:29105	53
F8KAY7	ECO:0000269	CHEBI:29105	291
F8KAY7	ECO:0000269	CHEBI:29105	310
F8KAY7	ECO:0007744	CHEBI:29105	183
F8KAY7	ECO:0000269	CHEBI:29105	181
Q99405	ECO:0007744	CHEBI:29108	184
P38524	ECO:0000269	CHEBI:49883	51
Q9Z1N4	ECO:0000269	CHEBI:18420	74
Q32ZE1	ECO:0000269	CHEBI:29105	3365
Q86Y97	ECO:0007744	CHEBI:29105	229
O61142	ECO:0000269	CHEBI:29108	446
O61142	ECO:0000269	CHEBI:29108	398
Q58431	ECO:0000269	CHEBI:49883	282
Q5U923	ECO:0000269	CHEBI:49883	72
Q96DE0	ECO:0000269	CHEBI:29035	80
Q700D2	ECO:0000269	CHEBI:29105	161
Q700D2	ECO:0000269	CHEBI:29105	190
Q700D2	ECO:0007744	CHEBI:29105	203
Q5SK67	ECO:0000269	CHEBI:29105	174
Q66K64	ECO:0000269	CHEBI:29105	196
P35505	ECO:0000269	CHEBI:29108	201
P07327	ECO:0007744	CHEBI:29105	68
P07327	ECO:0000269	CHEBI:29105	68
T2KPK5	ECO:0000269	CHEBI:29108	315
P28039	ECO:0000269	CHEBI:29108	210
Q74K42	ECO:0000269	CHEBI:29108	660
Q9WZ49	ECO:0000269	CHEBI:29105	500
Q02880	ECO:0000269	CHEBI:18420	564
Q8S9G8	ECO:0000269	CHEBI:29105	143
Q8S9G8	ECO:0000269	CHEBI:29105	198
P14151	ECO:0000269	CHEBI:29108	120
P00327	ECO:0000269	CHEBI:29105	98
Q46G04	ECO:0007744	CHEBI:49883	455
Q46G04	ECO:0000269	CHEBI:49883	455
Q46G04	ECO:0007744	CHEBI:49883	423
Q46G04	ECO:0007744	CHEBI:49883	76
Q1QT89	ECO:0000269	CHEBI:18420	237
P00217	ECO:0000269	CHEBI:190135	72
P04254	ECO:0007744	CHEBI:23378	224
P04386	ECO:0007744	CHEBI:29105	21
P04386	ECO:0000269	CHEBI:29105	28
P04386	ECO:0000269	CHEBI:29105	38
A0A0H2UMY0	ECO:0007744	CHEBI:29105	252
A0A0H2UMY0	ECO:0000269	CHEBI:29105	252
Q6TEC1	ECO:0000269	CHEBI:29035	89
Q9EQG7	ECO:0007744	CHEBI:29105	191
Q07008	ECO:0007744	CHEBI:29108	508
P05187	ECO:0000269	CHEBI:29105	114
P56271	ECO:0000269	CHEBI:29108	162
P29499	ECO:0000269	CHEBI:60240	37
P29499	ECO:0007744	CHEBI:60240	45
P29499	ECO:0000269	CHEBI:60240	55
P29499	ECO:0007744	CHEBI:60240	20
P63100	ECO:0007744	CHEBI:29108	37
P63100	ECO:0007744	CHEBI:29108	35
Q9A6Q5	ECO:0000269	CHEBI:49883	564
Q8DR60	ECO:0000269	CHEBI:29108	581
Q8DR60	ECO:0000269	CHEBI:29108	1235
Q8DR60	ECO:0000269	CHEBI:29108	579
P12815	ECO:0000269	CHEBI:18420	175
Q9Z4P4	ECO:0007744	CHEBI:29108	216
A0A1C9J6A7	ECO:0000269	CHEBI:29035	347
P40136	ECO:0007744	CHEBI:18420	577
P15104	ECO:0007744	CHEBI:29035	134
P15104	ECO:0007744	CHEBI:29035	338
Q96YD0	ECO:0007744	CHEBI:49883	14
Q9UKF6	ECO:0007744	CHEBI:29105	75
Q9UMR7	ECO:0000269	CHEBI:29108	197
Q9KQ52	ECO:0007744	CHEBI:29105	350
Q8BH64	ECO:0000269	CHEBI:29108	498
P62617	ECO:0000269	CHEBI:60240	8
Q8Z5I4	ECO:0000269	CHEBI:18420	234
Q13370	ECO:0007744	CHEBI:18420	822
P11766	ECO:0000269	CHEBI:29105	67
Q96EQ8	ECO:0007744	CHEBI:29105	100
Q51782	ECO:0000269	CHEBI:29105	64
Q9UPY3	ECO:0000269	CHEBI:18420	1705
P9WP65	ECO:0000269	CHEBI:24875	63
P9WP65	ECO:0000269	CHEBI:29035	63
C6CBG9	ECO:0000269	CHEBI:18420	223
Q9NRR4	ECO:0000269	CHEBI:29105	676
P14565	ECO:0000269	CHEBI:18420	157
P49642	ECO:0000269	CHEBI:29105	128
Q9F8A8	ECO:0000269	CHEBI:49883	48
P08754	ECO:0007744	CHEBI:18420	181
P71011	ECO:0000269	CHEBI:49883	414
E0VIU9	ECO:0000269	CHEBI:29105	295
E0VIU9	ECO:0000269	CHEBI:29105	373
E0VIU9	ECO:0000269	CHEBI:29105	262
P06229	ECO:0000269	CHEBI:18420	155
P53608	ECO:0007744	CHEBI:29035	126
P53608	ECO:0007744	CHEBI:29035	124
Q99ZV9	ECO:0000269	CHEBI:29108	128
Q99ZV9	ECO:0000269	CHEBI:29108	122
P48452	ECO:0007744	CHEBI:29105	118
P48452	ECO:0000269	CHEBI:29105	150
P02820	ECO:0000269	CHEBI:29108	75
O34450	ECO:0000269	CHEBI:24875	63
Q5JIH3	ECO:0000269	CHEBI:29105	110
Q5JIH3	ECO:0000269	CHEBI:29105	76
B8YB64	ECO:0007744	CHEBI:29105	9
Q8A7C8	ECO:0007744	CHEBI:29105	225
Q16769	ECO:0000269	CHEBI:29105	202
Q16769	ECO:0000269	CHEBI:29105	330
Q9I5I9	ECO:0000269	CHEBI:29105	299
O60016	ECO:0000269	CHEBI:29105	260
O60016	ECO:0000269	CHEBI:29105	412
P32356	ECO:0007744	CHEBI:29108	114
Q8WWA0	ECO:0007744	CHEBI:29108	98
Q9ZFE7	ECO:0007744	CHEBI:49786	97
Q53389	ECO:0000269	CHEBI:60240	90
Q70IY1	ECO:0000269	CHEBI:24875	114
P00396	ECO:0000269	CHEBI:29101	40
Q09884	ECO:0000269	CHEBI:29105	1312
Q8BFR6	ECO:0007744	CHEBI:29105	98
Q8BFR6	ECO:0000269	CHEBI:29105	98
Q8BFR6	ECO:0007744	CHEBI:29105	96
Q8BFR6	ECO:0000269	CHEBI:29105	64
W6KHH6	ECO:0000269	CHEBI:29105	245
Q9ULU4	ECO:0000269	CHEBI:29105	106
Q9ULU4	ECO:0000269	CHEBI:29105	255
Q9ULU4	ECO:0007744	CHEBI:29105	255
P02795	ECO:0007744	CHEBI:60240	24
P02795	ECO:0007744	CHEBI:60240	34
P02795	ECO:0007744	CHEBI:60240	36
P02795	ECO:0000269	CHEBI:60240	19
P32626	ECO:0000269	CHEBI:18420	13
P24182	ECO:0000269	CHEBI:18420	276
P64373	ECO:0007744	CHEBI:29035	158
Q9IGQ6	ECO:0000269	CHEBI:29108	324
Q7SID6	ECO:0000269	CHEBI:29108	48
Q7SID6	ECO:0007744	CHEBI:29108	29
P12944	ECO:0000269	CHEBI:49786	65
P12944	ECO:0000269	CHEBI:49786	530
P46444	ECO:0000269	CHEBI:23378	131
O74856	ECO:0000269	CHEBI:29105	55
Q0QLE9	ECO:0000269	CHEBI:29105	164
Q9CYK2	ECO:0007744	CHEBI:29105	160
B0VHH0	ECO:0000269	CHEBI:29105	46
Q1Q0T3	ECO:0007744	CHEBI:29108	308
Q1Q0T3	ECO:0000269	CHEBI:29108	139
P18177	ECO:0007744	CHEBI:18420	286
Q53WD3	ECO:0000269	CHEBI:18420	21
P0AGD1	ECO:0000269	CHEBI:23378	92
P08235	ECO:0007744	CHEBI:29105	658
P08235	ECO:0000269	CHEBI:29105	655
Q9NJU9	ECO:0007744	CHEBI:29108	548
Q9NJU9	ECO:0007744	CHEBI:29108	505
Q9NJU9	ECO:0007744	CHEBI:29108	553
Q9NJU9	ECO:0007744	CHEBI:29108	507
P40616	ECO:0000269	CHEBI:18420	31
P9WMW9	ECO:0007744	CHEBI:29035	258
A0A2I4HXH5	ECO:0007744	CHEBI:29105	195
O28126	ECO:0007744	CHEBI:18420	59
O28126	ECO:0007744	CHEBI:18420	61
O60568	ECO:0000269	CHEBI:24875	719
O50580	ECO:0000269	CHEBI:29035	246
P04179	ECO:0007744	CHEBI:29035	98
O75688	ECO:0007744	CHEBI:29035	60
Q7NXD4	ECO:0007744	CHEBI:29035	64
Q8GUI6	ECO:0007744	CHEBI:29105	542
Q8GUI6	ECO:0000269	CHEBI:29105	552
P0C1B3	ECO:0000269	CHEBI:29108	142
Q9HIW7	ECO:0000269	CHEBI:18420	7
Q8MZM3	ECO:0007744	CHEBI:23378	227
Q9UXT7	ECO:0000269	CHEBI:24875	107
Q93YB2	ECO:0000269	CHEBI:29101	28
O96028	ECO:0007744	CHEBI:29105	1018
Q45588	ECO:0000269	CHEBI:29105	37
O75317	ECO:0007744	CHEBI:29105	233
Q8BGN3	ECO:0000269	CHEBI:29105	32
Q8LPL7	ECO:0007744	CHEBI:29105	15
A3DC27	ECO:0000269	CHEBI:29108	641
A3DC27	ECO:0007744	CHEBI:29108	640
Q65CX5	ECO:0000269	CHEBI:29108	395
Q65CX5	ECO:0000269	CHEBI:29108	299
Q65CX5	ECO:0007744	CHEBI:29108	299
Q88KV1	ECO:0007744	CHEBI:24875	122
P24752	ECO:0000269	CHEBI:29103	381
I3LM39	ECO:0000269	CHEBI:29105	372
Q16790	ECO:0000269	CHEBI:29105	226
P03523	ECO:0000269	CHEBI:29105	1299
Q08188	ECO:0000269	CHEBI:29108	222
Q08188	ECO:0000269	CHEBI:29108	306
Q08188	ECO:0000269	CHEBI:29108	394
Q08188	ECO:0000269	CHEBI:29108	449
Q9NVH0	ECO:0007744	CHEBI:60240	110
P43005	ECO:0007744	CHEBI:29101	405
P43005	ECO:0007744	CHEBI:29101	364
P43005	ECO:0000269	CHEBI:29101	368
Q57884	ECO:0007744	CHEBI:29105	104
Q57884	ECO:0000269	CHEBI:29105	104
O60658	ECO:0007744	CHEBI:60240	560
O60658	ECO:0007744	CHEBI:60240	726
I6X235	ECO:0000269	CHEBI:18420	93
Q9BU89	ECO:0007744	CHEBI:24875	240
O29867	ECO:0000269	CHEBI:29035	161
P17405	ECO:0007744	CHEBI:29105	280
Q9H5I1	ECO:0000269	CHEBI:29105	193
Q9H5I1	ECO:0007744	CHEBI:29105	333
Q9NZV6	ECO:0000269	CHEBI:29105	74
Q9NZV6	ECO:0000269	CHEBI:29105	26
Q9U8W8	ECO:0000269	CHEBI:29108	225
Q9U8W8	ECO:0000269	CHEBI:29108	227
P03956	ECO:0007744	CHEBI:29108	178
P03956	ECO:0000269	CHEBI:29108	124
O83774	ECO:0000269	CHEBI:18420	306
Q1GNW5	ECO:0000269	CHEBI:24875	245
Q9KNI7	ECO:0000269	CHEBI:29105	278
Q9KNI7	ECO:0000269	CHEBI:29105	12
P27999	ECO:0000269	CHEBI:29105	7
P27999	ECO:0000269	CHEBI:29105	29
Q15465	ECO:0007744	CHEBI:29108	126
P98158	ECO:0000269	CHEBI:29108	1220
O31526	ECO:0000269	CHEBI:29108	373
O31526	ECO:0000269	CHEBI:29108	407
O31526	ECO:0007744	CHEBI:29108	414
O31526	ECO:0007744	CHEBI:29108	386
O31526	ECO:0000269	CHEBI:29108	387
P08648	ECO:0007744	CHEBI:29108	403
P08648	ECO:0007744	CHEBI:29108	465
P76491	ECO:0000269	CHEBI:48828	69
P76491	ECO:0000269	CHEBI:48828	33
P04253	ECO:0000269	CHEBI:23378	324
Q06278	ECO:0007744	CHEBI:190135	74
B5ZZ34	ECO:0000269	CHEBI:190135	59
Q9NR71	ECO:0007744	CHEBI:29105	194
Q08493	ECO:0007744	CHEBI:29105	546
P27395	ECO:0000269	CHEBI:29105	3379
Q9NR71	ECO:0000269	CHEBI:29108	714
Q934F5	ECO:0007744	CHEBI:49883	59
Q96AT9	ECO:0000269	CHEBI:60240	35
Q96AT9	ECO:0007744	CHEBI:60240	35
P14925	ECO:0000269	CHEBI:29105	585
Q8GY31	ECO:0000269	CHEBI:29105	136
Q8GY31	ECO:0000269	CHEBI:29105	53
Q9BZB8	ECO:0007744	CHEBI:29105	553
P14925	ECO:0007744	CHEBI:29108	787
P00593	ECO:0007744	CHEBI:29108	54
Q03692	ECO:0000269	CHEBI:29108	634
Q9HAR2	ECO:0007744	CHEBI:29108	264
Q9HAR2	ECO:0000269	CHEBI:29108	367
Q46891	ECO:0000269	CHEBI:18420	204
B5GMG2	ECO:0000269	CHEBI:18420	228
Q56221	ECO:0000269	CHEBI:190135	87
P9WHW5	ECO:0007744	CHEBI:29035	39
Q1LW01	ECO:0000269	CHEBI:29105	163
P31658	ECO:0000269	CHEBI:29105	91
P31658	ECO:0000269	CHEBI:29105	123
P00713	ECO:0007744	CHEBI:29108	107
D0VWY5	ECO:0000269	CHEBI:49786	2
D0VWY5	ECO:0000269	CHEBI:49786	3
Q753P9	ECO:0007744	CHEBI:60240	235
Q753P9	ECO:0000269	CHEBI:60240	235
P17597	ECO:0000269	CHEBI:18420	538
O75164	ECO:0007744	CHEBI:29105	234
Q9Y4X5	ECO:0000269	CHEBI:29105	344
Q9Y4X5	ECO:0007744	CHEBI:29105	203
P03606	ECO:0000269	CHEBI:29108	26
P02966	ECO:0007744	CHEBI:29108	37
P02966	ECO:0007744	CHEBI:29108	40
Q8IZ41	ECO:0007744	CHEBI:29108	21
Q8A6L0	ECO:0000269	CHEBI:29108	464
P69848	ECO:0007744	CHEBI:49883	264
P00441	ECO:0000269	CHEBI:23378	49
C8VJQ3	ECO:0000269	CHEBI:29105	200
P83847	ECO:0000269	CHEBI:49883	208
P53144	ECO:0007744	CHEBI:60240	159
Q96LI5	ECO:0007744	CHEBI:18420	410
G3X982	ECO:0000269	CHEBI:190135	47
P10828	ECO:0007744	CHEBI:29105	127
Q86VK4	ECO:0000269	CHEBI:29105	316
Q86VK4	ECO:0007744	CHEBI:29105	239
Q46085	ECO:0007744	CHEBI:29105	421
C0HK81	ECO:0007744	CHEBI:29108	14
C0HK81	ECO:0007744	CHEBI:29108	19
Q62226	ECO:0000269	CHEBI:29108	91
P16952	ECO:0007744	CHEBI:29108	1077
P16952	ECO:0007744	CHEBI:29108	1136
P16952	ECO:0000269	CHEBI:29108	1113
Q46085	ECO:0007744	CHEBI:29108	842
Q46085	ECO:0000269	CHEBI:29108	794
Q46085	ECO:0007744	CHEBI:29108	912
Q46085	ECO:0000269	CHEBI:29108	908
O25560	ECO:0007744	CHEBI:49786	106
P67653	ECO:0000269	CHEBI:18420	34
Q01167	ECO:0000269	CHEBI:18420	313
P56408	ECO:0000269	CHEBI:190135	75
Q16853	ECO:0000269	CHEBI:23378	522
Q16853	ECO:0007744	CHEBI:23378	522
P51402	ECO:0000269	CHEBI:29105	19
P51402	ECO:0000269	CHEBI:29105	22
P0DP23	ECO:0000269	CHEBI:29108	141
P0DP23	ECO:0007744	CHEBI:29108	141
A0A0H2URD6	ECO:0000269	CHEBI:29108	263
A0A0H2URD6	ECO:0000269	CHEBI:29108	217
A0A0F5HNH9	ECO:0007744	CHEBI:29034	102
P0AES6	ECO:0000269	CHEBI:29103	97
Q8GXJ1	ECO:0000269	CHEBI:29105	404
Q61097	ECO:0000269	CHEBI:29105	359
Q61097	ECO:0000269	CHEBI:29105	362
P81006	ECO:0000269	CHEBI:29105	147
P81006	ECO:0007744	CHEBI:29105	62
O00602	ECO:0000269	CHEBI:29108	262
P79880	ECO:0000269	CHEBI:29108	99
Q5AAT0	ECO:0000269	CHEBI:60240	225
P84193	ECO:0007744	CHEBI:18420	101
P84193	ECO:0007744	CHEBI:18420	109
P84193	ECO:0000269	CHEBI:18420	105
Q10583	ECO:0007744	CHEBI:23378	2717
Q10583	ECO:0007744	CHEBI:23378	195
P46976	ECO:0007744	CHEBI:29035	102
P08253	ECO:0000269	CHEBI:29105	180
P08253	ECO:0007744	CHEBI:29105	178
P84193	ECO:0000269	CHEBI:29105	337
Q9BQG2	ECO:0007744	CHEBI:29105	287
O93523	ECO:0000269	CHEBI:29108	411
P15116	ECO:0007744	CHEBI:29108	261
P15116	ECO:0000269	CHEBI:29108	263
P52102	ECO:0000269	CHEBI:49883	38
P52102	ECO:0000269	CHEBI:49883	54
P0AAJ3	ECO:0000269	CHEBI:49883	160
P04177	ECO:0000269	CHEBI:24875	376
P04177	ECO:0007744	CHEBI:24875	336
Q9X519	ECO:0000269	CHEBI:29035	12
Q9I3S3	ECO:0000269	CHEBI:29035	152
Q9WYZ1	ECO:0000269	CHEBI:29101	161
Q9HBH9	ECO:0000269	CHEBI:29105	311
P26918	ECO:0000269	CHEBI:29105	99
P0DP25	ECO:0000269	CHEBI:29108	94
P45568	ECO:0007744	CHEBI:60240	152
P36871	ECO:0000269	CHEBI:18420	292
P36871	ECO:0007744	CHEBI:18420	290
Q6GFF9	ECO:0000269	CHEBI:18420	216
Q8RPQ2	ECO:0000269	CHEBI:24875	54
Q93099	ECO:0007744	CHEBI:24875	341
P17202	ECO:0007744	CHEBI:29103	186
P06525	ECO:0000269	CHEBI:29105	177
P06525	ECO:0007744	CHEBI:29105	105
T2KM26	ECO:0000269	CHEBI:29108	305
T2KM26	ECO:0000269	CHEBI:29108	39
G1UBD1	ECO:0007744	CHEBI:23378	33
Q9I1X7	ECO:0000269	CHEBI:29035	42
P45148	ECO:0000269	CHEBI:29105	42
P45148	ECO:0007744	CHEBI:29105	98
Q86TM6	ECO:0000269	CHEBI:29105	291
Q86TM6	ECO:0007744	CHEBI:29105	309
Q9SE33	ECO:0007744	CHEBI:29105	218
Q9F3C7	ECO:0000269	CHEBI:29108	208
P15436	ECO:0000269	CHEBI:49883	1059
Q44244	ECO:0007744	CHEBI:18420	239
O75604	ECO:0000269	CHEBI:29105	476
P40394	ECO:0007744	CHEBI:29105	80
Q8N6T7	ECO:0000269	CHEBI:29105	177
Q9SN73	ECO:0007744	CHEBI:29105	86
Q9SN73	ECO:0000269	CHEBI:29105	86
Q9SN73	ECO:0007744	CHEBI:29105	110
P14780	ECO:0000269	CHEBI:29108	205
P00877	ECO:0000269	CHEBI:18420	204
Q5ZWR1	ECO:0007744	CHEBI:18420	428
P00968	ECO:0007744	CHEBI:29035	299
P00968	ECO:0000269	CHEBI:29035	841
P00733	ECO:0000269	CHEBI:29105	239
Q9WYP3	ECO:0007744	CHEBI:29105	66
P06734	ECO:0000269	CHEBI:29108	269
Q9UM07	ECO:0000269	CHEBI:29108	153
H2N0D4	ECO:0007744	CHEBI:29108	216
P19999	ECO:0007744	CHEBI:29108	178
P19999	ECO:0000269	CHEBI:29108	202
Q53122	ECO:0000269	CHEBI:190135	121
Q53122	ECO:0000269	CHEBI:24875	378
Q7SI09	ECO:0000269	CHEBI:29105	163
P00712	ECO:0000269	CHEBI:29108	98
P00712	ECO:0007744	CHEBI:29108	106
D4AEP7	ECO:0000269	CHEBI:29108	121
Q2RMD6	ECO:0000269	CHEBI:49883	1075
Q2RMD6	ECO:0000269	CHEBI:49883	748
C8WR67	ECO:0000269	CHEBI:18420	194
P38993	ECO:0007744	CHEBI:23378	126
P02244	ECO:0007744	CHEBI:24875	26
P02244	ECO:0007744	CHEBI:24875	78
P0C558	ECO:0000269	CHEBI:24875	70
Q9I596	ECO:0007744	CHEBI:29105	472
Q8R5C8	ECO:0007744	CHEBI:29105	277
Q5W0Z9	ECO:0000269	CHEBI:29105	162
P0DI84	ECO:0007744	CHEBI:29105	73
Q9Y6U3	ECO:0007744	CHEBI:29108	666
P9WG25	ECO:0000269	CHEBI:18420	209
Q9GZZ9	ECO:0000269	CHEBI:29105	303
P62877	ECO:0007744	CHEBI:29105	75
P62877	ECO:0000269	CHEBI:29105	45
P62877	ECO:0000269	CHEBI:29105	83
P29957	ECO:0000269	CHEBI:29108	202
Q8GJ44	ECO:0000269	CHEBI:29108	552
Q8GJ44	ECO:0000269	CHEBI:29108	532
P84074	ECO:0007744	CHEBI:29108	73
T2G899	ECO:0007744	CHEBI:49883	10
T2G899	ECO:0007744	CHEBI:49883	21
T2G899	ECO:0007744	CHEBI:49883	13
T2G899	ECO:0000269	CHEBI:49883	13
Q9I2N0	ECO:0007744	CHEBI:29035	386
B2UP57	ECO:0007744	CHEBI:29105	247
Q8WYH8	ECO:0007744	CHEBI:29105	216
Q8GIX7	ECO:0007744	CHEBI:29105	92
Q0VCY0	ECO:0007744	CHEBI:29108	907
Q0VCY0	ECO:0007744	CHEBI:29108	304
Q9BWP8	ECO:0000269	CHEBI:29108	207
P03300	ECO:0000269	CHEBI:18420	1981
P36999	ECO:0000269	CHEBI:29105	21
Q9UQQ1	ECO:0000269	CHEBI:29105	378
P15144	ECO:0000269	CHEBI:29105	388
O26708	ECO:0000269	CHEBI:29105	441
P0A111	ECO:0007744	CHEBI:24875	362
Q2RSU5	ECO:0000269	CHEBI:29035	107
P27815	ECO:0000269	CHEBI:29105	591
B9JK80	ECO:0000269	CHEBI:18420	24
B9JK80	ECO:0000269	CHEBI:18420	25
Q94AT3	ECO:0000269	CHEBI:18420	181
Q94AT3	ECO:0000269	CHEBI:18420	237
Q9RBY6	ECO:0000269	CHEBI:24875	116
Q8N0X4	ECO:0000269	CHEBI:18420	206
P00636	ECO:0000269	CHEBI:18420	119
P0C512	ECO:0000269	CHEBI:18420	204
Q99ZW2	ECO:0000269	CHEBI:29035	1297
P19665	ECO:0000269	CHEBI:29035	27
Q00796	ECO:0007744	CHEBI:29105	45
O74859	ECO:0000269	CHEBI:29105	203
O74859	ECO:0000269	CHEBI:29105	217
Q8ZKB0	ECO:0000269	CHEBI:29105	304
Q4W6G0	ECO:0007744	CHEBI:29108	329
P0DP29	ECO:0007744	CHEBI:29108	59
P0DP29	ECO:0007744	CHEBI:29108	61
Q8X151	ECO:0007744	CHEBI:29035	618
P0A1P6	ECO:0007744	CHEBI:29035	358
O60260	ECO:0000269	CHEBI:29105	360
O60260	ECO:0000269	CHEBI:29105	441
P94691	ECO:0007744	CHEBI:29108	34
P27907	ECO:0000269	CHEBI:29108	343
O87198	ECO:0000269	CHEBI:18420	197
Q29437	ECO:0007744	CHEBI:23378	683
P00250	ECO:0000269	CHEBI:190135	48
P06802	ECO:0000269	CHEBI:29105	358
P06802	ECO:0000269	CHEBI:29105	406
P06802	ECO:0000269	CHEBI:29105	238
Q6PCT2	ECO:0007744	CHEBI:29105	91
Q6PCT2	ECO:0000269	CHEBI:29105	117
Q6PCT2	ECO:0000269	CHEBI:29105	53
Q6PCT2	ECO:0000269	CHEBI:29105	72
Q6PCT2	ECO:0000269	CHEBI:29105	39
O58843	ECO:0000269	CHEBI:29105	284
Q7KTX7	ECO:0000269	CHEBI:29105	373
Q7KTX7	ECO:0007744	CHEBI:29105	394
Q7KTX7	ECO:0007744	CHEBI:29105	475
B3STU4	ECO:0007744	CHEBI:23378	379
Q73WU1	ECO:0000269	CHEBI:29035	263
P0C178	ECO:0007744	CHEBI:29036	97
Q5SKS4	ECO:0000269	CHEBI:29105	63
P00598	ECO:0000269	CHEBI:29108	56
Q6EIG7	ECO:0007744	CHEBI:29108	116
Q6EIG7	ECO:0000269	CHEBI:29108	203
Q6EIG7	ECO:0000269	CHEBI:29108	174
Q6EIG7	ECO:0007744	CHEBI:29108	168
F1CMY8	ECO:0000269	CHEBI:190135	92
B7UI21	ECO:0007744	CHEBI:29035	320
B7UI21	ECO:0007744	CHEBI:29035	322
O59245	ECO:0000269	CHEBI:29035	624
Q03529	ECO:0000269	CHEBI:29105	271
Q03529	ECO:0000269	CHEBI:29105	272
A0FGR8	ECO:0000269	CHEBI:29108	400
P46797	ECO:0000269	CHEBI:49883	16
Q96XT4	ECO:0000269	CHEBI:49883	46
P80366	ECO:0000269	CHEBI:24875	191
Q07343	ECO:0000269	CHEBI:29105	564
Q07343	ECO:0000269	CHEBI:29105	446
Q59063	ECO:0000269	CHEBI:29105	89
O14773	ECO:0000269	CHEBI:29108	543
Q9NPF0	ECO:0000269	CHEBI:29108	86
Q9NPF0	ECO:0007744	CHEBI:29108	163
Q9NPF0	ECO:0000269	CHEBI:29108	72
Q9CAK8	ECO:0000269	CHEBI:60240	84
P60487	ECO:0000269	CHEBI:18420	234
P80511	ECO:0007744	CHEBI:23378	86
P0DKL3	ECO:0007744	CHEBI:29035	158
P26663	ECO:0000269	CHEBI:29105	1171
Q977U7	ECO:0000269	CHEBI:29105	38
P0DKL3	ECO:0007744	CHEBI:29108	158
A7T1N0	ECO:0007744	CHEBI:29108	918
P06169	ECO:0000269	CHEBI:18420	471
C0P9J6	ECO:0007744	CHEBI:29101	101
O08498	ECO:0000269	CHEBI:29105	180
P0ACB2	ECO:0000269	CHEBI:29105	122
P07451	ECO:0000269	CHEBI:29105	119
Q05514	ECO:0000269	CHEBI:18420	238
P07824	ECO:0007744	CHEBI:29035	128
O26147	ECO:0007744	CHEBI:29105	9
Q5JRX3	ECO:0007744	CHEBI:29105	104
Q8NB78	ECO:0000269	CHEBI:29105	90
Q8NB78	ECO:0000269	CHEBI:29105	65
Q8NB78	ECO:0000269	CHEBI:29105	92
Q08751	ECO:0000269	CHEBI:29108	148
Q08751	ECO:0007744	CHEBI:29108	169
Q08751	ECO:0007744	CHEBI:29108	171
Q5SK82	ECO:0000269	CHEBI:29108	158
P14894	ECO:0000269	CHEBI:29108	173
Q8N884	ECO:0000269	CHEBI:18420	319
P45548	ECO:0000269	CHEBI:29105	12
P45452	ECO:0000269	CHEBI:29108	291
P45452	ECO:0000269	CHEBI:29108	196
P24021	ECO:0000269	CHEBI:60240	80
P24021	ECO:0007744	CHEBI:60240	135
P15925	ECO:0007744	CHEBI:18420	143
B1YAL1	ECO:0007744	CHEBI:18420	132
B1YAL1	ECO:0007744	CHEBI:18420	234
B1YAL1	ECO:0000269	CHEBI:18420	18
P02247	ECO:0007744	CHEBI:24875	77
P02247	ECO:0007744	CHEBI:24875	25
Q96KS0	ECO:0000269	CHEBI:24875	299
Q6N021	ECO:0000269	CHEBI:29105	1133
Q6N021	ECO:0000269	CHEBI:29105	1219
A0A067XG71	ECO:0007744	CHEBI:29108	19
Q43125	ECO:0007744	CHEBI:18420	246
P03692	ECO:0000269	CHEBI:18420	237
P59807	ECO:0007744	CHEBI:29101	70
P59807	ECO:0000269	CHEBI:29101	70
P03692	ECO:0000269	CHEBI:29105	39
P15693	ECO:0000269	CHEBI:29105	378
